Sample,Time,Current
6,2025-11-23 21:52:00.309,0.0
6,2025-11-23 21:52:00.314,0.0
6,2025-11-23 21:52:00.319,0.0
6,2025-11-23 21:52:00.324,0.0
6,2025-11-23 21:52:00.329,0.0
6,2025-11-23 21:52:00.334,0.0
7,2025-11-23 21:52:00.544,0.0
7,2025-11-23 21:52:00.549,0.0
7,2025-11-23 21:52:00.554,0.0
7,2025-11-23 21:52:00.559,0.0
7,2025-11-23 21:52:00.565,0.0
7,2025-11-23 21:52:00.571,0.0
7,2025-11-23 21:52:00.577,0.0
7,2025-11-23 21:52:00.582,0.0
7,2025-11-23 21:52:00.587,0.0
7,2025-11-23 21:52:00.592,0.0
8,2025-11-23 21:52:00.819,0.0
8,2025-11-23 21:52:00.847,0.0
8,2025-11-23 21:52:00.852,0.0
8,2025-11-23 21:52:00.857,0.0
8,2025-11-23 21:52:00.862,0.0
8,2025-11-23 21:52:00.867,0.0
8,2025-11-23 21:52:00.872,0.0
8,2025-11-23 21:52:00.877,0.0
8,2025-11-23 21:52:00.882,0.0
8,2025-11-23 21:52:00.887,0.0
9,2025-11-23 21:52:01.117,0.0
9,2025-11-23 21:52:01.122,0.0
9,2025-11-23 21:52:01.127,0.0
9,2025-11-23 21:52:01.132,0.0
9,2025-11-23 21:52:01.137,0.0
9,2025-11-23 21:52:01.142,0.0
9,2025-11-23 21:52:01.147,0.0
9,2025-11-23 21:52:01.152,0.0
9,2025-11-23 21:52:01.157,0.0
9,2025-11-23 21:52:01.162,0.0
10,2025-11-23 21:52:01.372,0.0
10,2025-11-23 21:52:01.377,0.0
10,2025-11-23 21:52:01.383,0.0
10,2025-11-23 21:52:01.389,0.0
10,2025-11-23 21:52:01.394,0.0
10,2025-11-23 21:52:01.399,0.0
10,2025-11-23 21:52:01.404,0.0
10,2025-11-23 21:52:01.409,0.0
10,2025-11-23 21:52:01.414,0.0
10,2025-11-23 21:52:01.419,0.0
11,2025-11-23 21:52:01.650,0.0
11,2025-11-23 21:52:01.656,0.0
11,2025-11-23 21:52:01.662,0.0
11,2025-11-23 21:52:01.668,0.0
11,2025-11-23 21:52:01.674,0.0
11,2025-11-23 21:52:01.679,0.0
11,2025-11-23 21:52:01.684,0.0
11,2025-11-23 21:52:01.689,0.0
11,2025-11-23 21:52:01.694,0.0
11,2025-11-23 21:52:01.699,0.0
12,2025-11-23 21:52:01.924,0.0
12,2025-11-23 21:52:01.930,0.0
12,2025-11-23 21:52:01.935,0.0
12,2025-11-23 21:52:01.940,0.0
12,2025-11-23 21:52:01.945,0.0
12,2025-11-23 21:52:01.951,0.0
12,2025-11-23 21:52:01.957,0.0
12,2025-11-23 21:52:01.962,0.0
12,2025-11-23 21:52:01.967,0.0
12,2025-11-23 21:52:01.972,0.0
13,2025-11-23 21:52:02.198,0.0
13,2025-11-23 21:52:02.203,0.0
13,2025-11-23 21:52:02.208,0.0
13,2025-11-23 21:52:02.211,0.0
13,2025-11-23 21:52:02.214,0.0
13,2025-11-23 21:52:02.243,0.0
13,2025-11-23 21:52:02.248,0.0
13,2025-11-23 21:52:02.253,0.0
13,2025-11-23 21:52:02.258,0.0
13,2025-11-23 21:52:02.263,0.0
14,2025-11-23 21:52:02.494,0.0
14,2025-11-23 21:52:02.499,0.0
14,2025-11-23 21:52:02.504,0.0
14,2025-11-23 21:52:02.509,0.0
14,2025-11-23 21:52:02.514,0.0
14,2025-11-23 21:52:02.519,0.0
14,2025-11-23 21:52:02.524,0.0
14,2025-11-23 21:52:02.529,0.0
14,2025-11-23 21:52:02.534,0.0
14,2025-11-23 21:52:02.539,0.0
15,2025-11-23 21:52:02.749,0.0
15,2025-11-23 21:52:02.754,0.0
15,2025-11-23 21:52:02.759,0.0
15,2025-11-23 21:52:02.764,0.0
15,2025-11-23 21:52:02.770,0.0
15,2025-11-23 21:52:02.776,0.0
15,2025-11-23 21:52:02.781,0.0
15,2025-11-23 21:52:02.786,0.0
15,2025-11-23 21:52:02.791,0.0
15,2025-11-23 21:52:02.796,0.0
16,2025-11-23 21:52:03.026,0.0
16,2025-11-23 21:52:03.031,0.0
16,2025-11-23 21:52:03.036,0.0
16,2025-11-23 21:52:03.042,0.0
16,2025-11-23 21:52:03.047,0.0
16,2025-11-23 21:52:03.052,0.0
16,2025-11-23 21:52:03.057,0.0
16,2025-11-23 21:52:03.062,0.0
16,2025-11-23 21:52:03.067,0.0
16,2025-11-23 21:52:03.072,0.0
