header,index,a_x,a_y,a_z,g_x,g_y,g_z,timestamp
DATA,6804,-38,22,2079,-5,-4,11,15451
DATA,6805,-40,26,2079,-5,-3,11,16076
DATA,6806,-38,24,2083,-6,-5,12,16701
DATA,6807,-35,23,2084,-5,-3,10,17326
DATA,6808,-41,20,2073,-5,-1,10,17951
DATA,6809,-42,25,2076,-4,-5,9,18576
DATA,6810,-35,24,2086,-4,-8,10,19201
DATA,6811,-35,25,2081,-6,-2,9,19826
DATA,6812,-39,23,2072,-5,-2,10,20451
DATA,6813,-34,24,2079,-5,-6,9,21076
DATA,6814,-36,23,2082,-5,-4,11,21701
DATA,6815,-39,23,2077,-5,-2,11,22326
DATA,6816,-43,22,2081,-6,-5,11,22951
DATA,6817,-37,22,2080,-5,-3,11,23576
DATA,6818,-40,24,2071,-6,-2,9,24201
DATA,6819,-41,24,2077,-5,-4,9,24826
DATA,6820,-37,24,2084,-5,-6,10,25451
DATA,6821,-37,21,2078,-6,-1,10,26076
DATA,6822,-43,20,2073,-5,-2,11,26701
DATA,6823,-41,23,2080,-5,-6,11,27326
DATA,6824,-39,23,2080,-5,-4,11,27951
DATA,6825,-40,24,2074,-5,-3,12,28576
DATA,6826,-39,25,2078,-5,-5,10,29201
DATA,6827,-37,24,2082,-4,-5,11,29826
DATA,6828,-39,26,2081,-5,-1,8,30451
DATA,6829,-42,27,2076,-5,-2,10,31076
DATA,6830,-40,23,2075,-5,-6,10,31701
DATA,6831,-33,22,2079,-5,-6,10,32326
DATA,6832,-37,21,2079,-6,-2,11,32951
DATA,6833,-40,19,2080,-4,-4,10,33576
DATA,6834,-37,23,2085,-5,-5,12,34201
DATA,6835,-37,22,2075,-5,-2,10,34826
DATA,6836,-43,23,2068,-4,-2,10,35451
DATA,6837,-39,24,2082,-5,-8,10,36076
DATA,6838,-35,22,2087,-5,-4,9,36701
DATA,6839,-36,22,2076,-5,0,11,37326
DATA,6840,-41,25,2074,-4,-4,11,37951
DATA,6841,-37,23,2084,-4,-6,12,38576
DATA,6842,-37,24,2080,-5,-1,11,39201
DATA,6843,-43,24,2073,-5,-2,10,39826
DATA,6844,-39,22,2080,-5,-7,11,40451
DATA,6845,-34,23,2083,-5,-3,10,41076
DATA,6846,-41,23,2073,-6,0,11,41701
DATA,6847,-44,23,2076,-4,-5,11,42326
DATA,6848,-38,22,2085,-4,-6,10,42951
DATA,6849,-36,21,2073,-6,0,9,43576
DATA,6850,-43,20,2071,-4,-3,12,44201
DATA,6851,-37,22,2081,-4,-8,11,44826
DATA,6852,-34,22,2083,-5,-4,10,45451
DATA,6853,-37,23,2071,-5,-1,9,46076
DATA,6854,-41,25,2076,-4,-6,10,46701
DATA,6855,-36,26,2082,-4,-6,11,47326
DATA,6856,-35,23,2075,-5,-2,11,47951
DATA,6857,-42,24,2074,-5,-4,10,48576
DATA,6858,-36,25,2083,-5,-8,11,49201
DATA,6859,-35,23,2080,-5,-2,10,49826
DATA,6860,-42,22,2071,-5,-1,9,50451
DATA,6861,-40,23,2077,-4,-6,10,51076
DATA,6862,-35,21,2082,-5,-5,12,51701
DATA,6863,-37,21,2075,-5,-1,10,52326
DATA,6864,-43,22,2072,-5,-3,11,52951
DATA,6865,-38,24,2079,-5,-6,10,53576
DATA,6866,-35,24,2079,-5,-4,11,54201
DATA,6867,-41,24,2072,-5,-1,10,54826
DATA,6868,-41,23,2076,-5,-6,11,55451
DATA,6869,-38,23,2080,-5,-5,9,56076
DATA,6870,-37,23,2073,-5,-2,11,56701
DATA,6871,-42,24,2072,-4,-4,10,57326
DATA,6872,-35,22,2079,-5,-7,12,57951
DATA,6873,-37,22,2077,-5,-2,9,58576
DATA,6874,-40,24,2073,-5,-2,10,59201
DATA,6875,-40,23,2076,-5,-5,12,59826
DATA,6876,-36,22,2077,-5,-5,10,60451
DATA,6877,-39,23,2070,-6,-1,9,61076
DATA,6878,-39,22,2074,-4,-4,12,61701
DATA,6879,-37,23,2081,-5,-6,10,62326
DATA,6880,-37,23,2077,-7,-3,10,62951
DATA,6881,-40,23,2070,-5,-1,11,63576
DATA,6882,-40,23,2074,-4,-6,10,64201
DATA,6883,-38,22,2079,-5,-4,10,64826
DATA,6884,-39,23,2073,-5,-2,10,65451
DATA,6885,-41,24,2073,-4,-5,12,540
DATA,6886,-37,25,2079,-5,-5,10,1165
DATA,6887,-36,25,2076,-5,-3,11,1790
DATA,6888,-42,24,2074,-5,-3,11,2415
DATA,6889,-39,22,2082,-5,-6,11,3040
DATA,6890,-35,20,2081,-5,-3,12,3665
DATA,6891,-40,24,2069,-5,-1,9,4290
DATA,6892,-42,23,2075,-6,-5,11,4915
DATA,6893,-35,21,2082,-6,-6,12,5540
DATA,6894,-38,23,2078,-6,-1,11,6165
DATA,6895,-42,24,2074,-4,-2,10,6790
DATA,6896,-37,22,2080,-5,-6,10,7415
DATA,6897,-35,23,2078,-6,-1,11,8040
DATA,6898,-40,24,2074,-5,-3,11,8665
DATA,6899,-37,26,2082,-6,-6,9,9290
DATA,6900,-34,23,2082,-6,-3,10,9915
DATA,6901,-38,22,2075,-5,-2,10,10540
DATA,6902,-41,24,2077,-4,-5,10,11165
DATA,6903,-39,24,2084,-6,-7,12,11790
DATA,6904,-37,22,2077,-6,-1,10,12415
DATA,6905,-42,23,2074,-5,-4,9,13040
DATA,6906,-41,24,2085,-5,-5,11,13665
DATA,6907,-36,21,2081,-6,-3,11,14290
DATA,6908,-40,22,2075,-5,-4,10,14915
DATA,6909,-40,22,2077,-4,-5,11,15540
DATA,6910,-37,23,2080,-5,-4,11,16165
DATA,6911,-38,23,2073,-5,-2,12,16790
DATA,6912,-44,25,2077,-5,-4,10,17415
DATA,6913,-37,23,2083,-5,-6,11,18040
DATA,6914,-37,22,2077,-5,-3,11,18665
DATA,6915,-39,24,2075,-5,-2,9,19290
DATA,6916,-41,25,2078,-5,-5,10,19915
DATA,6917,-37,23,2084,-6,-6,11,20540
DATA,6918,-37,26,2074,-5,-1,10,21165
DATA,6919,-39,22,2074,-5,-3,10,21790
DATA,6920,-38,23,2082,-4,-6,12,22415
DATA,6921,-35,21,2080,-5,-3,11,23040
DATA,6922,-41,22,2075,-6,-2,11,23665
DATA,6923,-39,24,2079,-4,-6,9,24290
DATA,6924,-35,23,2082,-5,-5,9,24915
DATA,6925,-38,23,2074,-5,-1,10,25540
DATA,6926,-42,25,2073,-5,-5,10,26165
DATA,6927,-36,27,2082,-5,-6,12,26790
DATA,6928,-35,21,2075,-6,-1,10,27415
DATA,6929,-42,22,2072,-5,-2,11,28040
DATA,6930,-41,21,2076,-5,-6,10,28665
DATA,6931,-35,24,2082,-6,-3,11,29290
DATA,6932,-39,24,2074,-5,-1,10,29915
DATA,6933,-41,24,2077,-5,-4,11,30540
DATA,6934,-36,24,2082,-4,-5,11,31165
DATA,6935,-39,23,2076,-6,-1,9,31790
DATA,6936,-41,22,2072,-4,-2,9,32415
DATA,6937,-40,22,2080,-4,-6,10,33040
DATA,6938,-35,23,2080,-5,-4,10,33665
DATA,6939,-40,22,2074,-5,-1,11,34290
DATA,6940,-41,22,2077,-4,-4,11,34915
DATA,6941,-35,22,2081,-5,-5,10,35540
DATA,6942,-36,24,2077,-5,-2,9,36165
DATA,6943,-40,23,2076,-6,-3,9,36790
DATA,6944,-39,24,2080,-5,-6,11,37415
DATA,6945,-34,26,2077,-5,-4,11,38040
DATA,6946,-38,25,2073,-6,-3,11,38665
DATA,6947,-39,24,2077,-5,-4,11,39290
DATA,6948,-38,23,2080,-5,-5,10,39915
DATA,6949,-37,21,2078,-5,-1,10,40540
DATA,6950,-40,24,2074,-4,-3,11,41165
DATA,6951,-40,21,2078,-5,-5,10,41790
DATA,6952,-38,24,2081,-6,-4,10,42415
DATA,6953,-39,25,2074,-5,-2,10,43040
DATA,6954,-40,23,2077,-5,-5,11,43665
DATA,6955,-38,23,2079,-5,-4,9,44290
DATA,6956,-38,24,2079,-5,-1,10,44915
DATA,6957,-41,22,2070,-5,-3,11,45540
DATA,6958,-38,22,2079,-5,-7,10,46165
DATA,6959,-34,23,2078,-5,-3,11,46790
DATA,6960,-38,25,2073,-5,-1,10,47415
DATA,6961,-39,24,2078,-5,-5,11,48040
DATA,6962,-36,24,2083,-5,-5,11,48665
DATA,6963,-39,23,2075,-6,-2,10,49290
DATA,6964,-42,24,2071,-5,-4,10,49915
DATA,6965,-35,22,2079,-5,-6,12,50540
DATA,6966,-35,24,2078,-5,-3,10,51165
DATA,6967,-38,22,2071,-5,-1,11,51790
DATA,6968,-39,22,2078,-6,-5,11,52415
DATA,6969,-36,25,2078,-5,-3,9,53040
DATA,6970,-40,25,2071,-5,-1,11,53665
DATA,6971,-41,22,2073,-5,-5,10,54290
DATA,6972,-38,23,2081,-6,-6,11,54915
DATA,6973,-37,21,2073,-6,-1,10,55540
DATA,6974,-42,24,2069,-5,-4,8,56165
DATA,6975,-38,24,2079,-5,-6,10,56790
DATA,6976,-35,22,2077,-5,-3,10,57415
DATA,6977,-39,22,2068,-4,-1,10,58040
DATA,6978,-43,24,2075,-5,-6,10,58665
DATA,6979,-38,21,2079,-6,-5,10,59290
DATA,6980,-38,24,2072,-5,-2,10,59915
DATA,6981,-40,24,2074,-5,-4,11,60540
DATA,6982,-38,24,2078,-5,-6,10,61165
DATA,6983,-37,23,2076,-5,-2,11,61790
DATA,6984,-40,25,2071,-4,-3,10,62415
DATA,6985,-42,24,2078,-4,-5,9,63040
DATA,6986,-35,23,2082,-6,-4,12,63665
DATA,6987,-38,25,2073,-4,-1,10,64290
DATA,6988,-41,22,2074,-4,-3,11,64915
DATA,6989,-38,22,2079,-5,-5,11,4
DATA,6990,-34,23,2076,-5,-3,11,629
DATA,6991,-41,21,2073,-6,-2,11,1254
DATA,6992,-40,22,2081,-4,-7,11,1879
DATA,6993,-36,23,2079,-5,-4,10,2504
DATA,6994,-40,21,2072,-6,-1,9,3129
DATA,6995,-41,25,2078,-5,-4,11,3754
DATA,6996,-36,23,2081,-6,-6,10,4379
DATA,6997,-37,24,2076,-5,-1,9,5004
DATA,6998,-40,24,2070,-5,-3,11,5629
DATA,6999,-37,22,2079,-5,-6,12,6254
DATA,7000,-35,26,2081,-5,-5,11,6879
DATA,7001,-39,23,2073,-6,-2,10,7504
DATA,7002,-41,24,2077,-5,-4,9,8129
DATA,7003,-34,24,2081,-5,-6,11,8754
DATA,7004,-38,23,2078,-5,-2,10,9379
DATA,7005,-41,23,2076,-5,-4,11,10004
DATA,7006,-40,21,2081,-5,-6,11,10629
DATA,7007,-37,22,2079,-6,-4,9,11254
DATA,7008,-41,24,2072,-6,-2,10,11879
DATA,7009,-42,23,2078,-5,-5,10,12504
DATA,7010,-36,23,2083,-6,-6,9,13129
DATA,7011,-38,23,2075,-6,-1,10,13754
DATA,7012,-40,24,2073,-6,-4,11,14379
DATA,7013,-38,25,2083,-5,-7,10,15004
DATA,7014,-35,25,2080,-5,-3,11,15629
DATA,7015,-40,25,2074,-6,-2,10,16254
DATA,7016,-39,25,2078,-5,-6,11,16879
DATA,7017,-35,24,2080,-5,-6,11,17504
DATA,7018,-36,24,2074,-5,-2,9,18129
DATA,7019,-41,22,2078,-5,-5,11,18754
DATA,7020,-36,23,2080,-5,-6,10,19379
DATA,7021,-38,23,2078,-6,-2,10,20004
DATA,7022,-42,25,2072,-5,-2,10,20629
DATA,7023,-41,25,2079,-5,-6,11,21254
DATA,7024,-36,22,2083,-5,-5,11,21879
DATA,7025,-40,23,2077,-5,-2,10,22504
DATA,7026,-43,23,2072,-5,-3,10,23129
DATA,7027,-35,24,2080,-5,-6,10,23754
DATA,7028,-33,23,2080,-5,-3,11,24379
DATA,7029,-41,22,2075,-5,-1,10,25004
DATA,7030,-40,26,2080,-5,-5,10,25629
DATA,7031,-34,24,2080,-6,-3,11,26254
DATA,7032,-39,22,2071,-5,-2,10,26879
DATA,7033,-41,23,2078,-5,-5,10,27504
DATA,7034,-36,23,2083,-5,-6,10,28129
DATA,7035,-36,24,2078,-6,0,8,28754
DATA,7036,-43,24,2071,-5,-3,11,29379
DATA,7037,-39,25,2080,-4,-6,10,30004
DATA,7038,-37,20,2079,-5,-4,10,30629
DATA,7039,-38,19,2077,-5,0,11,31254
DATA,7040,-41,22,2079,-5,-5,10,31879
DATA,7041,-35,25,2081,-6,-5,12,32504
DATA,7042,-38,22,2072,-5,-2,11,33129
DATA,7043,-43,25,2079,-4,-4,11,33754
DATA,7044,-36,24,2085,-5,-5,12,34379
DATA,7045,-37,23,2076,-5,-1,10,35004
DATA,7046,-42,23,2070,-5,-3,10,35629
DATA,7047,-38,23,2077,-5,-8,12,36254
DATA,7048,-36,24,2080,-5,-5,10,36879
DATA,7049,-38,22,2078,-5,-3,10,37504
DATA,7050,-40,23,2074,-4,-2,11,38129
DATA,7051,-39,23,2075,-5,-5,10,38754
DATA,7052,-39,22,2076,-6,-4,10,39379
DATA,7053,-41,23,2078,-5,-3,11,40004
DATA,7054,-40,24,2085,-6,-5,10,40629
DATA,7055,-37,23,2077,-6,-3,9,41254
DATA,7056,-39,24,2072,-6,-2,10,41879
DATA,7057,-42,24,2073,-5,-5,10,42504
DATA,7058,-35,22,2087,-6,-8,12,43129
DATA,7059,-35,24,2078,-6,-2,9,43754
DATA,7060,-41,24,2071,-6,-3,10,44379
DATA,7061,-39,22,2076,-5,-6,12,45004
DATA,7062,-35,21,2081,-5,-3,10,45629
DATA,7063,-39,23,2074,-5,-2,10,46254
DATA,7064,-40,23,2074,-4,-5,11,46879
DATA,7065,-36,26,2077,-5,-4,12,47504
DATA,7066,-40,24,2073,-6,-2,10,48129
DATA,7067,-42,23,2076,-5,-5,10,48754
DATA,7068,-38,23,2080,-5,-5,11,49379
DATA,7069,-36,22,2076,-6,-3,10,50004
DATA,7070,-41,25,2069,-5,-2,10,50629
DATA,7071,-41,21,2074,-4,-6,11,51254
DATA,7072,-34,25,2083,-6,-7,11,51879
DATA,7073,-35,23,2075,-5,-1,9,52504
DATA,7074,-42,23,2067,-5,-1,10,53129
DATA,7075,-39,25,2076,-5,-6,11,53754
DATA,7076,-36,20,2073,-5,-4,10,54379
DATA,7077,-41,24,2069,-6,-2,10,55004
DATA,7078,-42,22,2076,-4,-7,13,55629
DATA,7079,-33,23,2079,-5,-5,9,56254
DATA,7080,-39,24,2073,-6,0,11,56879
DATA,7081,-44,22,2070,-5,-4,12,57504
DATA,7082,-38,22,2078,-5,-7,10,58129
DATA,7083,-35,21,2078,-6,-2,11,58754
DATA,7084,-42,23,2068,-5,-2,9,59379
DATA,7085,-42,23,2075,-5,-5,10,60004
DATA,7086,-36,23,2081,-5,-5,11,60629
DATA,7087,-37,24,2075,-6,-1,11,61254
DATA,7088,-42,23,2074,-4,-3,9,61879
DATA,7089,-38,23,2081,-5,-5,11,62504
DATA,7090,-37,26,2078,-5,-3,10,63129
DATA,7091,-41,24,2072,-5,-2,9,63754
DATA,7092,-40,24,2077,-5,-6,12,64379
DATA,7093,-36,23,2082,-5,-4,9,65004
DATA,7094,-39,23,2074,-5,-1,10,93
DATA,7095,-42,22,2074,-4,-5,10,718
DATA,7096,-35,23,2081,-5,-6,11,1343
DATA,7097,-35,23,2078,-6,-2,10,1968
DATA,7098,-42,22,2071,-4,-1,9,2593
DATA,7099,-39,23,2078,-5,-6,10,3218
DATA,7100,-34,23,2083,-5,-4,10,3843
DATA,7101,-40,25,2073,-6,0,8,4468
DATA,7102,-43,22,2076,-5,-4,11,5093
DATA,7103,-36,20,2083,-5,-6,11,5718
DATA,7104,-37,22,2078,-5,-1,10,6343
DATA,7105,-40,24,2075,-5,-3,10,6968
DATA,7106,-39,23,2079,-5,-7,11,7593
DATA,7107,-35,24,2081,-5,-4,10,8218
DATA,7108,-39,23,2076,-5,-2,11,8843
DATA,7109,-41,26,2079,-5,-6,11,9468
DATA,7110,-35,22,2081,-6,-4,9,10093
DATA,7111,-37,25,2076,-5,-1,12,10718
DATA,7112,-42,23,2078,-5,-4,10,11343
DATA,7113,-37,22,2083,-6,-5,10,11968
DATA,7114,-35,21,2079,-5,-2,11,12593
DATA,7115,-41,22,2073,-5,-2,10,13218
DATA,7116,-40,22,2082,-5,-6,13,13843
DATA,7117,-37,23,2087,-4,-5,12,14468
DATA,7118,-38,21,2074,-5,-1,11,15093
DATA,7119,-41,23,2075,-5,-4,10,15718
DATA,7120,-36,23,2081,-5,-7,10,16343
DATA,7121,-36,23,2080,-5,-2,10,16968
DATA,7122,-41,25,2073,-5,-2,11,17593
DATA,7123,-39,24,2079,-5,-6,10,18218
DATA,7124,-33,22,2081,-5,-5,10,18843
DATA,7125,-38,24,2075,-5,-1,11,19468
DATA,7126,-39,24,2077,-6,-6,10,20093
DATA,7127,-35,22,2081,-5,-5,11,20718
DATA,7128,-37,22,2077,-5,-2,11,21343
DATA,7129,-41,23,2074,-5,-2,9,21968
DATA,7130,-37,24,2081,-5,-6,12,22593
DATA,7131,-36,22,2079,-5,-3,10,23218
DATA,7132,-38,22,2071,-5,-2,10,23843
DATA,7133,-41,25,2080,-4,-6,11,24468
DATA,7134,-34,22,2083,-6,-6,10,25093
DATA,7135,-34,21,2075,-5,-3,10,25718
DATA,7136,-40,23,2073,-5,-4,12,26343
DATA,7137,-39,23,2081,-4,-6,10,26968
DATA,7138,-36,23,2080,-5,-3,11,27593
DATA,7139,-42,24,2075,-5,-2,11,28218
DATA,7140,-39,25,2080,-6,-7,10,28843
DATA,7141,-35,22,2080,-7,-5,11,29468
DATA,7142,-37,22,2074,-5,-2,11,30093
DATA,7143,-43,22,2076,-5,-4,10,30718
DATA,7144,-37,22,2084,-5,-5,11,31343
DATA,7145,-35,24,2077,-5,-3,11,31968
DATA,7146,-40,21,2072,-5,-3,10,32593
DATA,7147,-38,23,2079,-5,-7,10,33218
DATA,7148,-36,23,2081,-4,-5,10,33843
DATA,7149,-41,24,2074,-5,-1,9,34468
DATA,7150,-43,22,2074,-6,-5,10,35093
DATA,7151,-38,22,2080,-5,-6,11,35718
DATA,7152,-35,20,2081,-5,-3,10,36343
DATA,7153,-41,22,2072,-5,-3,10,36968
DATA,7154,-38,24,2079,-5,-7,10,37593
DATA,7155,-34,22,2081,-4,-4,10,38218
DATA,7156,-40,24,2071,-5,0,9,38843
DATA,7157,-44,22,2073,-4,-5,11,39468
DATA,7158,-35,23,2086,-6,-6,11,40093
DATA,7159,-35,20,2079,-5,-1,9,40718
DATA,7160,-44,22,2072,-5,-2,10,41343
DATA,7161,-40,23,2079,-5,-8,11,41968
DATA,7162,-36,23,2078,-5,-3,11,42593
DATA,7163,-41,24,2074,-6,0,8,43218
DATA,7164,-44,22,2073,-4,-6,11,43843
DATA,7165,-36,23,2083,-4,-5,10,44468
DATA,7166,-37,22,2078,-5,-2,10,45093
DATA,7167,-43,23,2071,-4,-3,11,45718
DATA,7168,-39,23,2079,-5,-6,10,46343
DATA,7169,-34,22,2079,-5,-3,9,46968
DATA,7170,-41,21,2072,-5,0,9,47593
DATA,7171,-42,22,2075,-4,-6,10,48218
DATA,7172,-34,22,2081,-5,-6,11,48843
DATA,7173,-38,24,2071,-5,0,10,49468
DATA,7174,-43,24,2067,-5,-4,9,50093
DATA,7175,-36,24,2081,-6,-8,12,50718
DATA,7176,-35,22,2078,-6,-3,11,51343
DATA,7177,-43,21,2069,-5,-1,9,51968
DATA,7178,-40,23,2077,-5,-5,11,52593
DATA,7179,-34,23,2078,-6,-4,10,53218
DATA,7180,-37,25,2072,-5,-2,10,53843
DATA,7181,-40,25,2074,-5,-3,10,54468
DATA,7182,-38,21,2078,-4,-5,10,55093
DATA,7183,-35,21,2072,-5,-3,11,55718
DATA,7184,-41,25,2071,-4,-2,9,56343
DATA,7185,-41,24,2079,-4,-7,10,56968
DATA,7186,-34,23,2079,-5,-4,11,57593
DATA,7187,-39,23,2074,-5,-1,11,58218
DATA,7188,-40,24,2076,-5,-4,9,58843
DATA,7189,-39,23,2081,-5,-6,12,59468
DATA,7190,-37,23,2077,-6,-3,9,60093
DATA,7191,-42,22,2072,-5,-2,10,60718
DATA,7192,-39,26,2080,-4,-6,11,61343
DATA,7193,-33,23,2081,-5,-4,10,61968
DATA,7194,-39,23,2076,-5,-2,10,62593
DATA,7195,-40,24,2078,-4,-5,12,63218
DATA,7196,-37,20,2083,-5,-5,10,63843
DATA,7197,-37,22,2077,-5,-3,11,64468
DATA,7198,-38,23,2073,-5,-3,11,65093
DATA,7199,-37,23,2078,-6,-7,12,182
DATA,7200,-37,21,2080,-6,-4,10,807
DATA,7201,-38,22,2074,-5,-1,11,1432
DATA,7202,-40,25,2077,-5,-5,11,2057
DATA,7203,-36,22,2081,-5,-4,11,2682
DATA,7204,-40,22,2078,-6,-1,10,3307
DATA,7205,-43,22,2076,-5,-3,12,3932
DATA,7206,-39,21,2083,-6,-7,10,4557
DATA,7207,-37,21,2079,-5,-2,11,5182
DATA,7208,-43,24,2075,-5,-1,12,5807
DATA,7209,-41,23,2082,-5,-6,10,6432
DATA,7210,-33,23,2081,-5,-3,10,7057
DATA,7211,-39,24,2075,-5,-2,10,7682
DATA,7212,-41,23,2075,-4,-6,10,8307
DATA,7213,-36,24,2081,-6,-7,11,8932
DATA,7214,-35,23,2077,-4,-1,10,9557
DATA,7215,-42,21,2077,-4,-3,10,10182
DATA,7216,-39,23,2080,-5,-5,11,10807
DATA,7217,-36,25,2081,-4,-4,11,11432
DATA,7218,-39,22,2073,-5,-1,10,12057
DATA,7219,-43,23,2075,-5,-5,11,12682
DATA,7220,-38,23,2083,-5,-6,10,13307
DATA,7221,-36,24,2080,-6,-1,9,13932
DATA,7222,-43,22,2075,-5,-3,11,14557
DATA,7223,-39,21,2081,-4,-5,11,15182
DATA,7224,-35,24,2083,-5,-4,10,15807
DATA,7225,-42,24,2072,-6,-2,11,16432
DATA,7226,-40,23,2077,-5,-5,11,17057
DATA,7227,-33,22,2085,-5,-6,10,17682
DATA,7228,-38,24,2075,-5,0,10,18307
DATA,7229,-44,22,2070,-4,-3,10,18932
DATA,7230,-36,22,2082,-5,-8,12,19557
DATA,7231,-34,22,2081,-5,-3,12,20182
DATA,7232,-42,24,2072,-5,0,10,20807
DATA,7233,-42,23,2075,-4,-6,11,21432
DATA,7234,-36,23,2082,-5,-6,11,22057
DATA,7235,-41,23,2075,-6,-1,9,22682
DATA,7236,-44,23,2074,-5,-5,10,23307
DATA,7237,-37,23,2082,-4,-6,12,23932
DATA,7238,-36,23,2079,-5,-3,10,24557
DATA,7239,-40,23,2072,-5,-3,11,25182
DATA,7240,-40,24,2079,-5,-6,10,25807
DATA,7241,-36,23,2082,-5,-5,11,26432
DATA,7242,-40,22,2074,-4,-1,10,27057
DATA,7243,-43,24,2074,-4,-5,11,27682
DATA,7244,-37,23,2083,-4,-7,11,28307
DATA,7245,-35,24,2077,-6,-2,10,28932
DATA,7246,-44,24,2071,-5,-1,12,29557
DATA,7247,-42,25,2077,-4,-6,12,30182
DATA,7248,-35,22,2081,-4,-5,11,30807
DATA,7249,-38,21,2075,-6,-1,10,31432
DATA,7250,-42,21,2076,-5,-4,11,32057
DATA,7251,-36,20,2081,-5,-6,11,32682
DATA,7252,-37,24,2079,-6,-2,10,33307
DATA,7253,-40,24,2073,-5,-3,11,33932
DATA,7254,-38,25,2080,-5,-6,12,34557
DATA,7255,-36,26,2081,-5,-3,12,35182
DATA,7256,-39,25,2075,-5,-2,11,35807
DATA,7257,-42,23,2074,-5,-4,10,36432
DATA,7258,-36,23,2079,-5,-6,10,37057
DATA,7259,-36,22,2076,-5,-3,11,37682
DATA,7260,-40,22,2073,-5,-4,11,38307
DATA,7261,-39,24,2078,-4,-5,11,38932
DATA,7262,-35,23,2080,-5,-3,9,39557
DATA,7263,-38,24,2073,-5,-2,10,40182
DATA,7264,-39,25,2075,-5,-5,12,40807
DATA,7265,-38,23,2080,-5,-6,11,41432
DATA,7266,-38,22,2076,-5,-2,10,42057
DATA,7267,-41,23,2072,-5,-3,11,42682
DATA,7268,-38,24,2078,-6,-5,11,43307
DATA,7269,-36,22,2077,-5,-3,11,43932
DATA,7270,-39,23,2074,-5,-2,10,44557
DATA,7271,-41,23,2076,-5,-5,10,45182
DATA,7272,-36,24,2080,-5,-6,11,45807
DATA,7273,-40,24,2072,-5,-3,11,46432
DATA,7274,-40,24,2072,-5,-5,10,47057
DATA,7275,-39,24,2075,-5,-5,11,47682
DATA,7276,-36,22,2073,-5,-2,11,48307
DATA,7277,-40,22,2072,-5,-2,10,48932
DATA,7278,-39,22,2075,-3,-5,12,49557
DATA,7279,-36,21,2077,-6,-4,10,50182
DATA,7280,-39,22,2074,-6,-2,12,50807
DATA,7281,-41,24,2074,-5,-5,12,51432
DATA,7282,-38,25,2077,-6,-5,10,52057
DATA,7283,-38,21,2072,-5,-2,12,52682
DATA,7284,-41,23,2073,-5,-3,9,53307
DATA,7285,-37,21,2082,-5,-5,10,53932
DATA,7286,-37,24,2080,-5,-2,12,54557
DATA,7287,-43,24,2072,-4,-2,10,55182
DATA,7288,-38,24,2076,-5,-5,10,55807
DATA,7289,-34,22,2079,-6,-3,11,56432
DATA,7290,-38,24,2076,-5,-2,11,57057
DATA,7291,-40,22,2075,-4,-4,10,57682
DATA,7292,-37,24,2077,-5,-5,11,58307
DATA,7293,-35,24,2075,-5,-3,8,58932
DATA,7294,-42,24,2072,-5,-4,11,59557
DATA,7295,-40,26,2079,-5,-6,11,60182
DATA,7296,-34,22,2079,-5,-5,10,60807
DATA,7297,-38,23,2072,-5,-2,10,61432
DATA,7298,-41,24,2079,-5,-5,11,62057
DATA,7299,-37,23,2085,-6,-7,11,62682
DATA,7300,-35,21,2079,-5,-3,11,63307
DATA,7301,-42,22,2074,-5,-2,9,63932
DATA,7302,-37,22,2081,-5,-8,11,64557
DATA,7303,-35,23,2082,-5,-3,11,65182
DATA,7304,-40,21,2077,-5,-2,10,271
DATA,7305,-42,23,2077,-5,-5,10,896
DATA,7306,-36,23,2085,-5,-5,11,1521
DATA,7307,-38,22,2079,-6,-1,10,2146
DATA,7308,-44,23,2073,-5,-4,12,2771
DATA,7309,-40,22,2082,-5,-7,12,3396
DATA,7310,-34,21,2082,-6,-3,10,4021
DATA,7311,-42,21,2073,-5,-1,10,4646
DATA,7312,-38,23,2075,-5,-6,11,5271
DATA,7313,-34,22,2082,-5,-6,11,5896
DATA,7314,-34,24,2077,-6,-1,11,6521
DATA,7315,-42,21,2071,-4,-2,11,7146
DATA,7316,-39,22,2084,-5,-8,11,7771
DATA,7317,-33,22,2082,-5,-3,10,8396
DATA,7318,-39,24,2072,-5,-2,9,9021
DATA,7319,-41,22,2077,-4,-5,11,9646
DATA,7320,-35,22,2081,-5,-4,11,10271
DATA,7321,-37,24,2076,-5,-1,10,10896
DATA,7322,-40,22,2074,-4,-4,11,11521
DATA,7323,-38,23,2083,-5,-7,10,12146
DATA,7324,-38,23,2082,-7,-3,10,12771
DATA,7325,-39,26,2071,-5,-2,10,13396
DATA,7326,-40,24,2078,-5,-6,12,14021
DATA,7327,-36,24,2088,-5,-6,11,14646
DATA,7328,-39,24,2079,-5,0,11,15271
DATA,7329,-43,24,2073,-5,-4,11,15896
DATA,7330,-36,21,2078,-4,-7,10,16521
DATA,7331,-34,23,2081,-5,-3,10,17146
DATA,7332,-40,24,2075,-5,-1,11,17771
DATA,7333,-38,22,2078,-5,-6,12,18396
DATA,7334,-35,23,2082,-4,-4,12,19021
DATA,7335,-38,24,2075,-6,0,9,19646
DATA,7336,-42,23,2076,-4,-4,10,20271
DATA,7337,-36,25,2084,-6,-6,12,20896
DATA,7338,-35,24,2074,-5,-2,10,21521
DATA,7339,-44,24,2070,-5,-2,10,22146
DATA,7340,-39,23,2081,-5,-7,11,22771
DATA,7341,-34,23,2083,-6,-5,11,23396
